,rent,endereco,rooms,bathroom,parking,area
490,2900,                Vila Belmiro Santos ,3,3,3,96
491,2000,                Rua Guaibe ,2,1,2,75
492,1600,                Rua Áureliano Coutinho ,2,1,2,75
493,4000,                Avenida dos Bancários ,4,5,4,220
494,700,                Ponta da Praia Santos ,1,1,1,50
495,3500,                Rua Oswaldo Cruz  ,2,2,2,81
496,2599,                Avenida Doutor Moura Ribeiro  ,2,2,2,63
497,2600,                Gonzaga Santos ,2,2,2,109
498,2884,                Avenida Presidente Wilson ,2,3,2,70
499,4000,                Rua Ceará ,3,1,3,160
500,1800,                Rua Frei Francisco Sampaio ,3,2,3,48
501,6500,                Rua Mato Grosso ,4,4,4,209
502,1750,                Rua Doutor Artur Porchat de Assis  ,1,1,1,50
503,2500,                Marapé Santos ,2,2,2,63
504,1600,                Rua Joaquim Távora  ,2,1,2,65
505,2200,                Rua Vereador Henrique Soler  ,1,1,1,63
506,3800,                Boqueirão Santos ,1,1,1,50
507,1800,                Boqueirão Santos ,1,1,1,45
508,1750,                Avenida Vicente de Carvalho ,1,1,1,70
509,1850,                Vila Mathias Santos ,2,1,2,89
510,2300,                Marapé Santos ,2,2,2,161
511,2000,                Rua Monsenhor Paula Rodrigues ,2,1,2,63
512,1900,                Aparecida Santos ,2,1,2,66
513,1600,                Aparecida Santos ,1,1,1,60
514,2300,                Boqueirão Santos ,2,1,2,63
515,2200,                Aparecida Santos ,2,1,2,70
516,5000,                Avenida Bartolomeu de Gusmão ,3,3,3,118
517,2200,                Avenida Siqueira Campos ,3,2,3,95
518,5000,                Rua Álvaro Alvim ,3,4,3,148
519,3500,                Rua Professor Carlos Escobar  ,2,2,2,133
520,2500,                Avenida Afonso Pena  ,3,1,3,80
521,4000,                Boqueirão Santos ,3,3,3,171
522,3000,                Avenida Bartolomeu de Gusmão  ,2,2,2,100
523,2300,                Rua Professor Torres Homem ,2,2,2,78
524,2566,                Gonzaga Santos ,3,2,3,78
525,1800,                José Menino Santos ,1,1,1,50
526,1500,                Avenida Bartolomeu de Gusmão  ,1,1,1,70
527,1700,                Aparecida Santos ,2,1,2,65
528,5000,                Ponta da Praia Santos ,4,5,4,145
529,2100,                Boqueirão Santos ,3,1,3,90
530,1800,                Rua Oswaldo Cochrane  ,2,2,2,85
531,2450,                Avenida Conselheiro Nébias ,1,2,1,47
532,900,                Rua Oswaldo Cochrane  ,1,1,1,50
533,2100,                Vila Mathias Santos ,1,1,1,50
534,1500,                Rua Saturnino de Brito  ,1,2,1,80
535,4200,                Avenida Vicente de Carvalho  ,3,3,3,210
536,2600,                Rua Alexandre Martins ,2,3,2,80
537,1600,                Avenida Washington Luiz ,2,1,2,70
538,2000,                Rua Governador Pedro de Toledo ,1,2,1,50
539,2700,                Rua Godofredo Fraga ,1,1,1,49
540,2150,                Embaré Santos ,3,3,3,145
541,1800,                Rua Professor Torres Homem ,2,2,2,70
542,5500,                Rua Minas Gerais ,3,5,3,140
543,2600,                Avenida Conselheiro Nébias  ,1,2,1,47
544,1900,                Rua Pedro Borges Gonçalves ,2,1,2,51
545,2000,                Aparecida Santos ,1,2,1,64
546,2500,                Ponta da Praia Santos ,2,2,2,67
547,1900,                Macuco Santos ,2,2,2,75
548,6500,                Rua Álvaro Alvim  ,3,4,3,131
549,1999,                Campo Grande Santos ,1,1,1,65
550,1800,                Rua Espírito Santo ,2,2,2,90
551,1400,                Campo Grande Santos ,1,1,1,58
552,2500,                Avenida General San Martin ,2,2,2,80
553,4256,                Aparecida Santos ,3,4,3,185
554,4500,                Avenida Presidente Wilson  ,3,3,3,98
555,4000,                Rua Waldomiro Silveira  ,2,2,2,117
556,5000,                Ponta da Praia Santos ,4,4,4,190
557,3600,                Rua Galeão Carvalhal ,3,3,3,110
558,2800,                Avenida Conselheiro Nébias  ,1,2,1,47
559,1600,                Pompéia Santos ,1,1,1,50
560,2600,                Boqueirão Santos ,1,1,1,47
561,5500,                Aparecida Santos ,4,6,4,200
562,1600,                Rua Duque de Caxias ,2,1,2,60
563,1800,                Rua Professor Torres Homem ,2,2,2,55
564,2100,                Boqueirão Santos ,2,1,2,75
565,1800,                Embaré Santos ,2,1,2,111
566,3810,                Gonzaga Santos ,3,3,3,127
567,3600,                Avenida Presidente Wilson  ,1,2,1,72
568,2800,                Gonzaga Santos ,3,2,3,127
569,2400,                Avenida Conselheiro Nébias ,1,2,1,47
570,8000,                Ponta da Praia Santos ,3,5,3,199
571,4000,                Gonzaga Santos ,3,5,3,159
572,3200,                Rua Dona Maria Máximo ,3,2,3,92
573,1700,                Rua Doutor Olyntho Rodrigues Dantas ,2,2,2,104
574,1400,                Rua Cunha Moreira ,3,2,3,80
575,2950,                Rua Maranhão ,2,2,2,72
576,3000,                Boqueirão Santos ,1,2,1,47
577,1600,                Avenida Almirante Cochrane ,2,2,2,65
578,1700,                Rua República do Peru ,2,1,2,70
579,3500,                Avenida Presidente Wilson ,3,3,3,141
580,4700,                Avenida Washington Luiz ,3,4,3,130
581,6000,                Boqueirão Santos ,3,4,3,179
582,1600,                Rua Conselheiro Lafayette  ,2,2,2,72
583,3800,                Rua Professor Doutor Olavo de Paula Borges ,3,4,3,167
584,1500,                Rua Arlindo de Aguiar Júnior  ,2,1,2,88
585,1650,                Avenida Doutor Epitácio Pessoa ,1,1,1,28
586,1400,                Avenida Barão de Penedo ,1,2,1,54
587,12000,                Avenida Presidente Wilson ,3,4,3,252
588,2000,                Rua Maestro Heitor Vila Lobos ,2,2,2,88
589,3300,                Avenida Vicente de Carvalho ,2,2,2,88
590,15000,                Praça Engenheiro José Rebouças  ,4,6,4,234
591,2900,                Rua Comendador Alfaia Rodrigues  ,3,3,3,120
592,2400,                Marapé Santos ,2,2,2,64
593,1510,                Gonzaga Santos ,1,2,1,55
594,6500,                Rua Álvaro Alvim  ,4,3,4,131
595,5000,                Avenida Presidente Wilson ,1,1,1,48
596,1656,                Rua André Vidal de Negreiros  ,3,1,3,65
597,3800,                Rua Professor Doutor Olavo de Paula Borges  ,3,4,3,165
598,2850,                Rua Doutor Egydio Martins  ,1,1,1,50
599,1400,                Embaré Santos ,1,1,1,63
600,2500,                Rua Professor Torres Homem  ,2,3,2,90
601,3500,                Gonzaga Santos ,3,1,3,79
602,1750,                Rua Oswaldo Cruz ,2,1,2,68
603,6700,                Rua Oswaldo Cruz  ,4,5,4,220
604,3200,                Ponta da Praia Santos ,1,1,1,58
605,4600,                Gonzaga Santos ,3,3,3,96
606,2600,                Avenida Conselheiro Nébias ,1,1,1,48
607,2800,                Rua Doutor Egydio Martins ,2,3,2,118
608,1700,                Rua Alexandre Fleming ,2,2,2,66
609,3800,                Gonzaga Santos ,3,3,3,189
610,7000,                Gonzaga Santos ,2,2,2,130
611,2400,                Avenida General Francisco Glicério ,1,2,1,55
612,1800,                Rua Rio Grande do Norte ,2,1,2,60
613,1900,                Estuário Santos ,2,2,2,91
614,1600,                Rua Doutor Artur Porchat de Assis ,1,1,1,53
615,1850,                Avenida Presidente Wilson  ,2,1,2,75
616,2200,                Rua Dom Pedro I ,2,3,2,105
617,1250,                Rua Emílio Ribas ,1,1,1,50
618,1800,                Ponta da Praia Santos ,2,2,2,95
619,3400,                Gonzaga Santos ,2,2,2,56
620,940,                Boqueirão Santos ,1,1,1,52
621,1800,                Avenida Bartolomeu de Gusmão  ,1,2,1,70
622,1450,                Rua Álvares de Azevedo  ,2,1,2,60
623,3000,                Rua da Paz  ,1,1,1,40
624,1400,                Avenida Conselheiro Nébias  ,3,1,3,80
625,9918,                Avenida Vicente de Carvalho ,4,5,4,250
626,1800,                Boqueirão Santos ,1,1,1,62
627,2000,                Boqueirão Santos ,3,2,3,90
628,3200,                Rua José Caballero  ,1,2,1,57
629,1250,                Rua da Paz ,1,1,1,35
630,5120,                Rua Álvaro Alvim ,3,3,3,132
631,1200,                Aparecida Santos ,1,1,1,61
632,1800,                Rua Paraíba ,1,1,1,68
633,1600,                Aparecida Santos ,1,1,1,48
634,2400,                Rua Alexandre Herculano ,3,2,3,130
635,5500,                Rua Piauí  ,4,2,4,133
636,2500,                Gonzaga Santos ,2,3,2,135
637,2500,                Rua Almirante Barroso ,2,3,2,168
638,8500,                Rua Jorge Tibiriçá  ,4,6,4,203
639,4200,                Ponta da Praia Santos ,4,4,4,200
640,5500,                Avenida Bartolomeu de Gusmão  ,3,4,3,265
641,1700,                Estuário Santos ,2,2,2,90
642,2600,                Marapé Santos ,2,2,2,63
643,3500,                Boqueirão Santos ,3,3,3,130
644,3000,                Avenida Doutor Epitácio Pessoa ,2,2,2,86
645,8500,                Ponta da Praia Santos ,3,5,3,199
646,1600,                Avenida Senador Cesar Lacerda de Vergueiro ,3,1,3,140
647,2750,                Avenida Bartolomeu de Gusmão ,3,3,3,111
648,2800,                Embaré Santos ,2,2,2,109
649,3000,                Ponta da Praia Santos ,3,3,3,140
650,3000,                Boqueirão Santos ,1,1,1,40
651,4200,                Rua Tolentino Filgueiras  ,2,2,2,75
652,4520,                Embaré Santos ,3,3,3,121
653,1550,                Rua José Clemente Pereira ,2,1,2,60
654,1250,                Rua Saturnino de Brito  ,2,1,2,84
655,3300,                Rua Voluntários Santistas  ,3,2,3,148
656,2000,                Rua Soares de Camargo ,3,2,3,100
657,1400,                Rua Vergueiro Steidel ,3,1,3,42
658,3500,                Rua Frederico Ozanam  ,3,3,3,100
659,1800,                Gonzaga Santos ,2,1,2,50
660,1400,                Avenida Marechal Floriano Peixoto  ,1,1,1,30
661,3200,                Gonzaga Santos ,3,3,3,169
662,2500,                Avenida Ana Costa  ,2,1,2,68
663,3700,                Avenida Presidente Wilson  ,3,2,3,135
664,2500,                Rua Dona Maria Máximo  ,3,1,3,77
665,6000,                Rua Álvaro Alvim  ,3,4,3,132
666,2200,                Rua Oswaldo Cruz ,1,1,1,52
667,2100,                Praça Nossa Senhora do Carmo  ,2,1,2,75
668,2000,                Boqueirão Santos ,2,2,2,80
669,3700,                Boqueirão Santos ,3,4,3,134
670,2300,                Rua Soares de Camargo  ,2,1,2,70
671,3500,                Gonzaga Santos ,1,1,1,57
672,7000,                Aparecida Santos ,4,5,4,199
673,3000,                Aparecida Santos ,2,2,2,60
674,1800,                Rua Pedro Borges Gonçalves ,2,2,2,75
675,4300,                Rua Tolentino Filgueiras  ,2,2,2,77
676,1400,                Rua Doutor João Éboli ,2,2,2,80
677,3699,                José Menino Santos ,2,2,2,77
678,9000,                Avenida Bartolomeu de Gusmão ,3,4,3,260
679,8000,                Boqueirão Santos ,3,5,3,194
680,3950,                Avenida Doutor Bernardino de Campos ,2,3,2,104
681,2900,                Gonzaga Santos ,1,1,1,57
682,1400,                Rua Imperatriz Leopoldina ,1,1,1,58
683,2000,                Embaré Santos ,2,2,2,90
684,4000,                Boqueirão Santos ,4,4,4,150
685,1650,                Gonzaga Santos ,1,1,1,50
686,2100,                Avenida Presidente Wilson  ,3,2,3,106
687,2150,                Rua Doutor Artur Porchat de Assis ,1,1,1,48
688,1700,                Rua Quintino Bocaiúva  ,1,1,1,68
689,1800,                Avenida General Francisco Glicério ,1,1,1,48
690,1600,                Rua Antônio Bento de Amorim  ,2,2,2,89
691,3000,                Boqueirão Santos ,1,1,1,46
692,2700,                Rua Euclides da Cunha ,2,2,2,65
693,3400,                Boqueirão Santos ,2,1,2,81
694,3100,                Rua Amaral Gurgel ,1,1,1,60
695,1800,                Gonzaga Santos ,3,1,3,10
696,2600,                Avenida General Francisco Glicério ,1,1,1,51
697,2800,                Avenida Presidente Wilson ,2,2,2,77
698,2350,                Rua Alexandre Martins ,2,2,2,70
699,3800,                Rua Tolentino Filgueiras  ,2,3,2,130
700,2200,                Boqueirão Santos ,2,2,2,80
701,2000,                Rua Ana Pimentel ,2,2,2,85
702,1600,                Boqueirão Santos ,2,1,2,75
703,3800,                Rua Oswaldo Cruz ,2,3,2,82
704,2500,                Ponta da Praia Santos ,2,2,2,62
705,3800,                Rua Doutor Egydio Martins ,1,1,1,49
706,2400,                Marapé Santos ,2,2,2,64
707,4000,                Gonzaga Santos ,2,2,2,88
708,3500,                Campo Grande Santos ,2,2,2,80
709,5500,                Ponta da Praia Santos ,3,3,3,111
710,1600,                Rua Espírito Santo  ,2,1,2,60
711,3500,                Avenida Doutor Epitácio Pessoa ,2,3,2,73
712,4400,                Rua Tolentino Filgueiras  ,2,2,2,79
713,1400,                Ponta da Praia Santos ,1,1,1,40
714,1650,                Avenida Barão de Penedo  ,1,2,1,40
715,2500,                Praça Fernandes Pacheco  ,2,2,2,90
716,2000,                Boqueirão Santos ,3,2,3,80
717,1300,                Boqueirão Santos ,2,1,2,82
718,2200,                Rua Fernão Dias ,2,2,2,85
719,4400,                Rua Frederico Ozanam ,3,3,3,100
720,800,                Ponta da Praia Santos ,1,1,1,50
721,2400,                Boqueirão Santos ,1,1,1,50
722,1400,                Avenida Conselheiro Nébias ,1,1,1,53
723,2600,                Avenida General Francisco Glicério  ,1,2,1,53
724,2600,                Avenida Marechal Floriano Peixoto  ,2,2,2,110
725,1000,                Avenida Doutor Epitácio Pessoa ,1,1,1,40
726,2500,                Rua São José  ,3,3,3,90
727,3200,                Rua Dona Maria Máximo  ,3,2,3,92
728,2300,                Rua Newton Prado  ,1,2,1,55
729,1500,                Rua Dona Anália Franco ,1,1,1,62
730,4200,                Rua Tolentino Filgueiras  ,2,2,2,77
731,2200,                Gonzaga Santos ,1,1,1,68
732,3200,                Rua Professor Doutor Olavo de Paula Borges ,3,3,3,155
733,1400,                Campo Grande Santos ,2,1,2,60
734,3900,                Avenida dos Bancários ,3,3,3,143
735,1300,                Rua Bassim Nagib Trabulsi  ,1,1,1,40
736,15000,                Rua Voluntários Santistas  ,3,5,3,177
737,2400,                Avenida Bartolomeu de Gusmão ,2,1,2,60
738,3500,                Rua República do Equador ,3,3,3,120
739,2750,                Ponta da Praia Santos ,2,2,2,78
740,4500,                Rua Tolentino Filgueiras ,2,2,2,72
741,1000,                Rua José Caballero ,1,2,1,69
742,2800,                Jardim Galetto Itatiba ,2,1,2,127
743,3600,                Avenida Marechal Floriano Peixoto  ,3,5,3,105
744,1600,                Gonzaga Santos ,2,1,2,60
745,2500,                Avenida Doutor Bernardino de Campos  ,2,2,2,135
746,1500,                José Menino Santos ,1,1,1,65
747,1900,                Rua Professor Torres Homem  ,2,2,2,65
748,4500,                Gonzaga Santos ,2,2,2,97
749,3000,                Avenida Presidente Wilson ,2,2,2,70
750,2500,                Rua Mário Carpenter  ,3,3,3,132
751,2700,                Rua Ministro João Mendes ,3,3,3,150
752,1300,                Gonzaga Santos ,1,1,1,45
753,3200,                Rua Doutor Tolentino Filgueiras  ,2,2,2,100
754,3500,                Avenida Affonso Penna ,2,2,2,64
755,7800,                Avenida Almirante Saldanha da Gama ,3,5,3,189
756,1000,                Rua Vereador Alvaro Guimarães  ,2,1,2,70
757,2200,                Ponta da Praia Santos ,2,2,2,71
758,1700,                Avenida Doutor Epitácio Pessoa ,1,1,1,60
759,2960,                Gonzaga Santos ,1,2,1,55
760,5000,                Boqueirão Santos ,4,3,4,155
761,3500,                Avenida General Francisco Glicério ,3,3,3,89
762,2000,                Gonzaga Santos ,2,1,2,66
763,1550,                Rua Visconde de Cayru  ,2,1,2,90
764,1800,                Gonzaga Santos ,2,1,2,96
